Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2021-01-04 11:00:00,30270.76,30900.2,29400.0,30743.06,9413.490067,2021-01-04 11:59:59.999,283733132.8833300,170181,4539.812727,136956401.56307800,0
2021-01-04 12:00:00,30742.99,31434.07,30454.25,31219.02,8316.880828,2021-01-04 12:59:59.999,257727418.56933500,153242,3929.175474,121744030.7287960,0
2021-01-04 13:00:00,31219.03,31400.0,30600.0,31400.0,5474.654787,2021-01-04 13:59:59.999,169692056.80846900,101540,2600.953116,80643934.90996200,0
2021-01-04 14:00:00,31400.0,32167.93,31400.0,32113.68,7479.383587,2021-01-04 14:59:59.999,237746821.6213550,116397,3581.679886,113853118.1422400,0
2021-01-04 15:00:00,32113.68,32185.67,31550.0,31745.72,5321.620251,2021-01-04 15:59:59.999,169560823.38397600,99381,2505.707347,79819154.00419210,0
2021-01-04 16:00:00,31745.71,31920.0,30723.0,31320.31,8174.285783,2021-01-04 16:59:59.999,255043539.0792510,133682,4187.514931,130621147.1468360,0
2021-01-04 17:00:00,31320.3,31523.01,30626.36,31024.17,4962.562729,2021-01-04 17:59:59.999,153975400.83942600,96732,2613.69739,81111771.17490150,0
2021-01-04 18:00:00,31022.25,31465.44,31001.0,31165.16,3361.43987,2021-01-04 18:59:59.999,104948080.8713320,73391,1896.893927,59231323.65317480,0
2021-01-04 19:00:00,31165.16,31855.75,31104.99,31665.51,3388.372221,2021-01-04 19:59:59.999,106758748.386538,71762,1753.388702,55257387.68892300,0
2021-01-04 20:00:00,31665.52,31830.95,31210.0,31244.97,2850.963087,2021-01-04 20:59:59.999,89770988.0867045,64911,1329.172774,41858872.75067730,0
2021-01-04 21:00:00,31244.97,31579.0,30856.08,31014.27,3202.456127,2021-01-04 21:59:59.999,99727509.6081184,74424,1548.021731,48215339.25595820,0
2021-01-04 22:00:00,31014.27,31474.78,30950.0,31332.05,1646.484138,2021-01-04 22:59:59.999,51480692.96027580,54923,906.957052,28362489.62653590,0
2021-01-04 23:00:00,31332.05,32031.01,31150.0,31988.71,4193.648728,2021-01-04 23:59:59.999,132893993.1006030,86041,2344.14079,74303486.15285790,0
2021-01-05 00:00:00,31989.75,32853.38,31989.74,32430.49,7707.64341,2021-01-05 00:59:59.999,250007916.90775200,127581,4569.48199,148144849.1056820,0
2021-01-05 01:00:00,32430.69,32796.0,32224.25,32786.06,4246.96065,2021-01-05 01:59:59.999,138118302.36451800,83071,2295.493443,74675015.21841350,0
2021-01-05 02:00:00,32786.05,32828.26,32221.1,32306.64,3163.430044,2021-01-05 02:59:59.999,102893990.21816800,65391,1571.902792,51120318.98503500,0
2021-01-05 03:00:00,32306.64,32536.09,31130.86,31200.0,5695.044496,2021-01-05 03:59:59.999,181350412.23885400,112880,2751.736804,87713825.89386310,0
2021-01-05 04:00:00,31190.04,31538.45,30418.0,30858.98,7229.486366,2021-01-05 04:59:59.999,224769397.84667800,157600,3122.039909,97170832.72847820,0
2021-01-05 05:00:00,30858.98,31366.16,29900.0,30436.25,6366.976124,2021-01-05 05:59:59.999,195158786.10553900,159593,2694.134331,82666054.53886340,0
2021-01-05 06:00:00,30436.26,31270.43,29900.0,31123.25,6611.210735,2021-01-05 06:59:59.999,202286248.33256200,127994,3659.298822,111844754.48935600,0
2021-01-05 07:00:00,31123.25,31312.03,30759.47,30817.77,2811.383953,2021-01-05 07:59:59.999,87206069.28127890,71734,1279.15583,39679285.4461407,0
2021-01-05 08:00:00,30817.78,31522.19,30817.78,31192.09,3237.120957,2021-01-05 08:59:59.999,101016094.16648100,88984,1691.747218,52801113.11961790,0
2021-01-05 09:00:00,31192.16,31821.94,31157.9,31569.63,3935.597979,2021-01-05 09:59:59.999,124016625.8418040,91763,2077.943499,65482399.52003040,0
2021-01-05 10:00:00,31569.63,31687.11,31088.33,31345.77,3174.760396,2021-01-05 10:59:59.999,99666137.72028310,81295,1624.611217,51008190.2158899,0
2021-01-05 11:00:00,31347.73,31777.0,31284.15,31776.66,2908.121768,2021-01-05 11:59:59.999,91671919.0984899,72492,1608.736977,50727750.80430450,0
2021-01-05 12:00:00,31776.66,32057.13,31563.84,31585.01,4161.551334,2021-01-05 12:59:59.999,132493096.80311300,94633,2278.18509,72558530.75037740,0
2021-01-05 13:00:00,31585.0,31900.0,31416.27,31460.01,2523.023165,2021-01-05 13:59:59.999,79971740.01184840,64040,1248.020631,39565656.12394610,0
2021-01-05 14:00:00,31460.11,32375.07,31111.78,32342.33,5942.102854,2021-01-05 14:59:59.999,188316129.32606900,137989,3384.555236,107337665.44604900,0
2021-01-05 15:00:00,32343.61,32374.31,31929.41,32099.98,3616.599016,2021-01-05 15:59:59.999,116161069.22208300,98120,1862.743855,59830250.35901150,0
2021-01-05 16:00:00,32099.97,32670.0,31763.23,32469.9,4926.171616,2021-01-05 16:59:59.999,159348378.63575500,114817,2517.109065,81421262.1085977,0
2021-01-05 17:00:00,32469.9,32790.0,32254.18,32742.73,3599.645718,2021-01-05 17:59:59.999,116970729.3270710,82231,1693.399736,55049206.49118740,0
2021-01-05 18:00:00,32742.73,33433.55,32650.03,33372.84,6647.009921,2021-01-05 18:59:59.999,219940103.1165460,129769,3830.696091,126730979.20382300,0
2021-01-05 19:00:00,33372.83,34187.09,33098.82,33697.75,8659.338503,2021-01-05 19:59:59.999,292047625.8367010,179774,4641.043817,156580281.19993900,0
2021-01-05 20:00:00,33693.8,34044.13,33318.0,33969.17,5800.653907,2021-01-05 20:59:59.999,195673767.39849600,106875,2778.602711,93787060.66580110,0
2021-01-05 21:00:00,33968.66,33996.03,33471.94,33699.63,3682.074151,2021-01-05 21:59:59.999,124381906.4143830,74894,1702.315613,57517127.96443940,0
2021-01-05 22:00:00,33699.63,34360.0,33695.6,34183.42,4616.403334,2021-01-05 22:59:59.999,157718468.5989590,113239,2717.786346,92848224.48505440,0
2021-01-05 23:00:00,34183.43,34284.91,33650.0,33949.53,4787.686641,2021-01-05 23:59:59.999,162432229.8334840,90092,2091.013732,70934458.77764800,0
2021-01-06 00:00:00,33949.53,34107.59,33288.0,33918.01,6106.351924,2021-01-06 00:59:59.999,205743581.04425700,99660,2516.259961,84812005.3453171,0
2021-01-06 01:00:00,33918.01,34018.93,33513.05,33811.28,3237.659354,2021-01-06 01:59:59.999,109289337.46651400,62378,1475.381107,49802826.13141870,0
2021-01-06 02:00:00,33811.28,34135.84,33768.32,33873.3,3252.254556,2021-01-06 02:59:59.999,110509015.75623300,60510,1626.423081,55274032.44717990,0
2021-01-06 03:00:00,33873.3,34170.0,33652.0,34117.59,3183.088045,2021-01-06 03:59:59.999,107858643.06601500,79479,1672.00819,56692634.90742620,0
2021-01-06 04:00:00,34116.76,35766.58,34109.83,35325.91,12735.417627,2021-01-06 04:59:59.999,444922768.1920200,211886,7910.038255,275960969.4071850,0
2021-01-06 05:00:00,35326.82,35590.0,34510.0,34978.91,5595.783676,2021-01-06 05:59:59.999,196115940.87795300,106461,2891.384051,101402148.66539800,0
2021-01-06 06:00:00,34977.27,35229.1,34782.44,35125.51,3923.026403,2021-01-06 06:59:59.999,137467483.4954540,82118,2054.113885,71979294.60308100,0
2021-01-06 07:00:00,35125.49,35248.63,34350.0,34676.4,3898.737284,2021-01-06 07:59:59.999,135685914.15764900,90102,1874.102733,65256486.63670630,0
2021-01-06 08:00:00,34666.8,34950.77,34015.0,34594.28,5094.759196,2021-01-06 08:59:59.999,176018487.58908300,104746,2360.742762,81573834.44700670,0
2021-01-06 09:00:00,34596.08,34607.69,33357.9,33919.5,5753.91297,2021-01-06 09:59:59.999,195480943.58159600,116923,2559.39339,86977436.94551330,0
2021-01-06 10:00:00,33919.5,34550.0,33834.61,34417.36,3851.574259,2021-01-06 10:59:59.999,132191268.15797700,81692,1875.019126,64352205.8668014,0
2021-01-06 11:00:00,34417.37,35200.0,34342.87,34918.53,6362.804142,2021-01-06 11:59:59.999,221652511.71656300,135283,3225.568409,112395840.12699000,0
2021-01-06 12:00:00,34918.54,35088.0,34415.61,34929.87,4569.514665,2021-01-06 12:59:59.999,158781299.83276100,111089,2339.0615,81279110.6877163,0
2021-01-06 13:00:00,34929.87,35050.0,34300.0,34550.0,4296.272331,2021-01-06 13:59:59.999,148666291.75269600,101607,2028.182878,70209071.0628672,0
2021-01-06 14:00:00,34549.99,34593.5,34052.42,34213.46,5728.368095,2021-01-06 14:59:59.999,196539271.47079100,118986,2687.808047,92234560.97504690,0
2021-01-06 15:00:00,34213.58,34790.0,34150.0,34566.19,4050.156848,2021-01-06 15:59:59.999,139949954.8467570,84656,1858.529323,64217961.06072500,0
2021-01-06 16:00:00,34566.18,35076.42,34372.92,34612.41,6142.986291,2021-01-06 16:59:59.999,213765663.67000800,119999,2805.93946,97707179.71105730,0
2021-01-06 17:00:00,34615.98,35057.81,34562.0,34898.52,3410.29344,2021-01-06 17:59:59.999,118876311.09590800,78917,1651.609603,57594103.95804290,0
2021-01-06 18:00:00,34898.52,35245.0,34894.22,35215.75,3704.008481,2021-01-06 18:59:59.999,130045690.18758400,79341,1818.206977,63842688.84232040,0
2021-01-06 19:00:00,35215.75,35695.0,34652.6,34816.72,5619.207768,2021-01-06 19:59:59.999,198986931.5587430,127198,2772.62367,98244633.93981350,0
2021-01-06 20:00:00,34818.95,36250.0,34280.0,36015.88,10922.412724,2021-01-06 20:59:59.999,384838155.9912450,211465,5441.597353,192130710.8036440,0
2021-01-06 21:00:00,36015.16,36470.0,35650.0,35874.16,7481.324348,2021-01-06 21:59:59.999,269663315.9989590,143699,3530.875471,127294676.33943100,0
2021-01-06 22:00:00,35869.97,36379.99,35700.92,35989.63,2717.847393,2021-01-06 22:59:59.999,98138204.7716402,84495,1258.446506,45453405.34245310,0
2021-01-06 23:00:00,35989.64,36939.21,35949.12,36769.36,5501.43949,2021-01-06 23:59:59.999,200767262.2412080,99093,2819.598914,102944651.96840900,0
2021-01-07 00:00:00,36769.36,37287.63,36422.71,37150.66,6259.578978,2021-01-07 00:59:59.999,231127540.88700200,126956,3276.043725,121035260.46323500,0
2021-01-07 01:00:00,37150.66,37227.61,36615.83,36871.47,4542.03973,2021-01-07 01:59:59.999,167744153.75912600,92343,2188.222216,80834008.77942780,0
2021-01-07 02:00:00,36871.47,37087.01,36456.0,36962.37,4112.981009,2021-01-07 02:59:59.999,151378625.9565760,75846,1862.594065,68560321.70436180,0
2021-01-07 03:00:00,36962.37,37699.0,36926.53,37454.48,4747.646909,2021-01-07 03:59:59.999,177380063.69681500,102236,2489.391295,93000819.42241230,0
2021-01-07 04:00:00,37452.62,37550.0,37056.12,37450.95,4099.953841,2021-01-07 04:59:59.999,153032050.67557000,93723,1967.847679,73462310.91837380,0
2021-01-07 05:00:00,37450.95,37700.8,37100.77,37347.2,4337.600291,2021-01-07 05:59:59.999,162305184.4261610,88626,2189.330914,81931971.65715820,0
2021-01-07 06:00:00,37347.2,37439.75,36710.0,37130.84,4095.35114,2021-01-07 06:59:59.999,151906540.4567830,102410,1749.235928,64883857.26010560,0
2021-01-07 07:00:00,37130.85,37338.72,36720.0,36859.85,3782.276886,2021-01-07 07:59:59.999,140083390.80394500,91008,1623.225369,60156275.8977995,0
2021-01-07 08:00:00,36863.04,37350.0,36300.0,37217.55,5254.610209,2021-01-07 08:59:59.999,193767393.7032780,105341,2307.402343,85144391.1751427,0
2021-01-07 09:00:00,37217.55,37500.99,36905.0,37492.69,4407.045594,2021-01-07 09:59:59.999,163843785.85139300,73931,2244.725367,83506486.68795210,0
2021-01-07 10:00:00,37492.7,37500.0,36920.0,37045.45,3236.822718,2021-01-07 10:59:59.999,120314344.26502900,73246,1456.956047,54166648.01214180,0
2021-01-07 11:00:00,37045.45,37913.72,37038.97,37822.09,4315.490397,2021-01-07 11:59:59.999,161597115.72571500,93785,2370.940878,88851600.37871660,0
2021-01-07 12:00:00,37825.64,38200.0,37518.0,37941.36,6363.359069,2021-01-07 12:59:59.999,241319458.8643540,126651,3103.657796,117756120.276813,0
2021-01-07 13:00:00,37941.37,38429.0,37900.0,38161.6,5364.346066,2021-01-07 13:59:59.999,205106242.97582600,109894,2583.94624,98802410.05575000,0
2021-01-07 14:00:00,38161.6,38644.76,38079.02,38453.97,5516.633701,2021-01-07 14:59:59.999,211915217.15929500,127201,2553.525473,98119133.15050090,0
2021-01-07 15:00:00,38450.51,38970.42,38062.75,38970.42,5401.362641,2021-01-07 15:59:59.999,208049947.52961300,108411,2618.40335,100917730.45469400,0
2021-01-07 16:00:00,38970.41,39500.0,38921.49,39120.01,8054.616114,2021-01-07 16:59:59.999,315624646.46786100,152513,4140.228823,162292200.88514300,0
2021-01-07 17:00:00,39120.01,39775.0,39101.36,39732.92,4853.729905,2021-01-07 17:59:59.999,191791634.7475190,118869,2607.775733,103049642.73117000,0
2021-01-07 18:00:00,39732.92,40365.0,36500.0,38948.48,16920.672871,2021-01-07 18:59:59.999,656141657.3424630,352801,8352.782401,324987958.8056860,0
2021-01-07 19:00:00,38907.58,39236.12,37493.52,39062.0,9539.541292,2021-01-07 19:59:59.999,367676058.94426200,178227,4568.737514,176185972.74372700,0
2021-01-07 20:00:00,39061.99,39199.33,38352.88,39109.38,4364.133612,2021-01-07 20:59:59.999,169359110.4902310,97943,2132.348711,82796137.61577410,0
2021-01-07 21:00:00,39111.34,39882.07,38908.11,39687.11,4533.614789,2021-01-07 21:59:59.999,178905952.0280920,98626,2237.729317,88336681.65941420,0
2021-01-07 22:00:00,39687.11,39969.0,39150.0,39665.92,2855.62721,2021-01-07 22:59:59.999,113198084.48035600,94586,1413.94892,56075175.26137250,0
2021-01-07 23:00:00,39666.0,39680.54,38541.38,39432.28,5866.665465,2021-01-07 23:59:59.999,229001742.1461100,129513,3016.107032,117730123.85962400,0
2021-01-08 00:00:00,39432.48,39699.87,38793.23,38793.23,3387.174889,2021-01-08 00:59:59.999,133184446.3763950,92545,1535.357758,60395220.31993300,0
2021-01-08 01:00:00,38793.24,39000.0,37800.0,38681.37,5775.389265,2021-01-08 01:59:59.999,222320078.6438310,118187,2477.23985,95426783.89717880,0
2021-01-08 02:00:00,38681.38,38692.83,36500.0,37181.74,9364.247135,2021-01-08 02:59:59.999,350671968.12784000,184588,4041.029303,151433666.58874200,0
2021-01-08 03:00:00,37181.74,38460.13,37068.4,38347.1,5036.746918,2021-01-08 03:59:59.999,191531646.49060000,107958,2279.007213,86658079.51130930,0
2021-01-08 04:00:00,38347.11,38949.97,38155.61,38668.92,5126.666402,2021-01-08 04:59:59.999,198141885.51559700,92378,2021.918477,78103095.87348770,0
2021-01-08 05:00:00,38668.92,38700.0,37895.0,37975.25,4384.158743,2021-01-08 05:59:59.999,168179267.7422810,78020,2012.307756,77208465.0163495,0
2021-01-08 06:00:00,37980.53,38685.13,37563.92,38537.94,3989.761815,2021-01-08 06:59:59.999,152681589.9511680,85138,2001.855912,76637372.69438690,0
2021-01-08 07:00:00,38538.99,39143.8,38280.16,38930.55,4177.46546,2021-01-08 07:59:59.999,161995711.1779870,91584,2176.843162,84394619.63586090,0
2021-01-08 08:00:00,38929.56,38985.06,38414.7,38648.95,3277.73807,2021-01-08 08:59:59.999,126726366.48662000,77560,1404.587696,54299270.78439710,0
2021-01-08 09:00:00,38648.96,39374.22,38222.0,39358.34,3995.803833,2021-01-08 09:59:59.999,155055524.7293440,92046,2098.956939,81516294.63929750,0
2021-01-08 10:00:00,39358.99,41057.79,39220.0,40721.45,10298.221326,2021-01-08 10:59:59.999,413988645.03214900,192411,5906.626828,237456218.24972400,0
2021-01-08 11:00:00,40722.71,41500.45,40345.39,41286.67,9286.549999,2021-01-08 11:59:59.999,381339340.1087490,173240,4686.872488,192530894.29991800,0
2021-01-08 12:00:00,41286.67,41785.9,40857.37,41316.91,7590.278927,2021-01-08 12:59:59.999,314289402.99398200,161233,3735.092267,154675080.03643700,0
2021-01-08 13:00:00,41318.03,41641.83,40700.0,41311.18,5331.452666,2021-01-08 13:59:59.999,219726996.61805100,102736,2445.957796,100799684.72757300,0
2021-01-08 14:00:00,41313.24,41564.72,40970.22,41454.13,3918.180651,2021-01-08 14:59:59.999,161743369.5899000,85972,1841.489037,76024773.29519920,0
2021-01-08 15:00:00,41454.13,41950.0,39777.0,40829.08,12863.951617,2021-01-08 15:59:59.999,525866974.4244750,235224,6229.069491,254988062.90513000,0
2021-01-08 16:00:00,40829.07,41600.0,40359.67,41303.42,6293.058759,2021-01-08 16:59:59.999,258570569.6883410,125823,3214.276344,132138012.65969000,0
2021-01-08 17:00:00,41303.41,41556.19,40888.88,41009.07,3675.204655,2021-01-08 17:59:59.999,151525080.93204300,89742,1723.710797,71085850.10289580,0
2021-01-08 18:00:00,41009.08,41153.0,39800.0,39920.39,6673.747782,2021-01-08 18:59:59.999,269890839.419266,137300,3102.085511,125500203.58850000,0
2021-01-08 19:00:00,39920.67,40700.0,39900.35,40365.09,3881.072464,2021-01-08 19:59:59.999,156704308.9492550,89817,1932.096807,78005779.48646480,0
2021-01-08 20:00:00,40365.09,40500.0,38888.0,39059.15,9598.073547,2021-01-08 20:59:59.999,379934389.42082300,202984,4299.540777,170262552.0671030,0
2021-01-08 21:00:00,39062.88,40116.37,38652.0,40075.82,6171.364208,2021-01-08 21:59:59.999,243712568.15469400,130312,3138.474751,124040437.03498400,0
2021-01-08 22:00:00,40075.82,40785.0,39740.95,40674.45,3008.048563,2021-01-08 22:59:59.999,121290642.627034,94417,1635.906932,66006341.65049420,0
2021-01-08 23:00:00,40672.02,40937.77,40465.76,40582.81,2685.599805,2021-01-08 23:59:59.999,109371595.530941,84417,1359.851324,55388686.91384990,0
2021-01-09 00:00:00,40586.96,40976.13,39980.27,40283.56,4382.254983,2021-01-09 00:59:59.999,177655228.53915600,103817,2141.192147,86818834.61634390,0
2021-01-09 01:00:00,40286.09,40321.92,39710.0,40198.56,4543.736056,2021-01-09 01:59:59.999,181652860.51564200,96651,2692.284488,107572784.19722200,0
2021-01-09 02:00:00,40196.51,40561.97,39500.0,39973.0,3032.046541,2021-01-09 02:59:59.999,121509932.94021600,82121,1435.856596,57585613.15612920,0
2021-01-09 03:00:00,39973.0,40376.69,39709.61,40211.59,1917.78678,2021-01-09 03:59:59.999,76876333.8332959,63739,1008.920299,40451251.06765760,0
2021-01-09 04:00:00,40209.91,40490.0,39805.03,40206.44,1976.484373,2021-01-09 04:59:59.999,79389762.67386830,61321,1017.804595,40890105.65787200,0
2021-01-09 05:00:00,40206.43,40206.43,39154.48,39295.37,3025.041625,2021-01-09 05:59:59.999,120011440.79497700,89565,1302.193049,51661984.99372340,0
2021-01-09 06:00:00,39293.41,39627.11,38888.0,38984.86,4352.605937,2021-01-09 06:59:59.999,170621480.1238910,110337,2071.808384,81239150.25345560,0
2021-01-09 07:00:00,38978.46,39692.0,38720.0,39638.61,3109.889209,2021-01-09 07:59:59.999,122140688.02104700,82441,1509.835744,59314191.04526390,0
2021-01-09 08:00:00,39639.21,40254.42,39290.86,40172.14,3081.993289,2021-01-09 08:59:59.999,122880599.47300200,90034,1584.08594,63156447.14670610,0
2021-01-09 09:00:00,40167.54,40790.0,40164.03,40348.35,3653.415447,2021-01-09 09:59:59.999,147912608.83417100,104095,1909.708821,77317388.90252550,0
2021-01-09 10:00:00,40348.36,40800.0,40105.51,40376.03,3130.356558,2021-01-09 10:59:59.999,126596569.76688400,79151,1730.685269,70010726.83355770,0
2021-01-09 11:00:00,40376.03,41237.44,40256.73,40565.77,4682.991247,2021-01-09 11:59:59.999,191114775.5547690,116488,2464.970705,100614480.25361000,0
2021-01-09 12:00:00,40565.77,40912.48,40410.01,40874.99,2732.201204,2021-01-09 12:59:59.999,111129222.70939600,70238,1257.347035,51151916.78860780,0
2021-01-09 13:00:00,40874.99,41222.0,40679.1,41051.65,3818.65745,2021-01-09 13:59:59.999,156480184.02975600,101156,2072.390569,84932555.31609090,0
2021-01-09 14:00:00,41051.66,41380.0,40700.0,40819.01,3867.781192,2021-01-09 14:59:59.999,158901525.7957790,88998,1822.976451,74917120.30373790,0
2021-01-09 15:00:00,40819.01,40953.0,40200.0,40525.15,3364.433164,2021-01-09 15:59:59.999,136453850.42727700,84201,1463.886307,59385675.97324530,0
2021-01-09 16:00:00,40525.16,40649.96,39869.0,39995.1,3942.095173,2021-01-09 16:59:59.999,158583517.3801290,101902,1796.072661,72296374.56676840,0
2021-01-09 17:00:00,39995.09,40586.87,39985.45,40421.4,2205.653031,2021-01-09 17:59:59.999,89095373.96045110,61685,1020.705329,41227222.26393200,0
2021-01-09 18:00:00,40421.4,40800.0,40417.36,40650.01,2109.16468,2021-01-09 18:59:59.999,85758517.67667530,52834,981.615605,39911873.45195530,0
2021-01-09 19:00:00,40650.0,40880.0,40469.4,40665.91,1864.142493,2021-01-09 19:59:59.999,75910582.2149966,55768,872.924644,35551251.89398530,0
2021-01-09 20:00:00,40665.91,40781.69,40050.0,40606.22,3330.651765,2021-01-09 20:59:59.999,134668657.46555300,86204,1391.858413,56271189.87607030,0
2021-01-09 21:00:00,40610.35,40755.0,40483.17,40718.8,2433.80943,2021-01-09 21:59:59.999,98937085.1121126,74533,1240.055161,50413543.31466750,0
2021-01-09 22:00:00,40718.81,40743.47,40120.0,40281.09,1973.252287,2021-01-09 22:59:59.999,79649919.17291720,63216,838.830165,33852664.82209110,0
2021-01-09 23:00:00,40283.73,40415.01,39928.91,40088.22,3255.535761,2021-01-09 23:59:59.999,130848312.14581400,77661,1379.313532,55446358.85648050,0
2021-01-10 00:00:00,40088.22,40736.76,40087.15,40581.48,2697.151944,2021-01-10 00:59:59.999,109155020.52709800,75975,1543.343358,62462569.75783140,0
2021-01-10 01:00:00,40581.48,41350.0,40450.05,41141.56,4299.152502,2021-01-10 01:59:59.999,176409335.99983700,113141,2465.145789,101163164.33525800,0
2021-01-10 02:00:00,41141.55,41145.21,40814.04,40945.28,2353.852746,2021-01-10 02:59:59.999,96509933.21078180,56820,1229.293446,50403266.36756700,0
2021-01-10 03:00:00,40942.75,40991.2,40250.0,40316.64,2477.288512,2021-01-10 03:59:59.999,100527756.90546700,68596,1059.095312,42978114.806495,0
2021-01-10 04:00:00,40320.67,40602.29,40050.0,40342.46,2786.996809,2021-01-10 04:59:59.999,112516572.9781170,70179,1322.101448,53381207.04924370,0
2021-01-10 05:00:00,40342.46,40665.23,40260.0,40451.84,2044.479107,2021-01-10 05:59:59.999,82813349.32221710,65702,1046.792882,42400439.7181649,0
2021-01-10 06:00:00,40451.74,41073.26,40350.0,40904.5,2194.912951,2021-01-10 06:59:59.999,89548994.99182700,68652,1216.598959,49648322.96046530,0
2021-01-10 07:00:00,40904.5,41066.62,40660.88,40978.57,2143.462273,2021-01-10 07:59:59.999,87593443.12207170,63012,1095.488702,44771683.38289100,0
2021-01-10 08:00:00,40978.57,41033.0,40555.0,40798.29,2415.931335,2021-01-10 08:59:59.999,98459402.84023770,82913,1139.520993,46443938.63195150,0
2021-01-10 09:00:00,40798.3,41060.0,40732.0,40768.48,2642.958747,2021-01-10 09:59:59.999,108097086.74610200,71415,1009.836093,41306154.06184280,0
2021-01-10 10:00:00,40768.3,40850.0,40000.0,40429.2,5145.086741,2021-01-10 10:59:59.999,208070825.51832300,124172,2023.158987,81826579.7903787,0
2021-01-10 11:00:00,40429.19,40429.56,38888.0,39181.76,8619.31148,2021-01-10 11:59:59.999,340819805.54859100,168941,3503.149743,138513763.62529100,0
2021-01-10 12:00:00,39175.09,39777.77,38450.0,39538.57,6929.936839,2021-01-10 12:59:59.999,272139723.4301700,139744,3065.684975,120437034.47289800,0
2021-01-10 13:00:00,39538.56,40126.0,39426.59,39800.9,3799.316603,2021-01-10 13:59:59.999,151386269.92626400,83841,1768.267109,70464133.46351780,0
2021-01-10 14:00:00,39800.89,39847.26,39247.54,39431.59,3199.914023,2021-01-10 14:59:59.999,126603785.2678290,77289,1532.491505,60635642.53692480,0
2021-01-10 15:00:00,39431.58,39934.76,39062.91,39671.81,3219.502219,2021-01-10 15:59:59.999,127407920.98714500,80993,1611.080459,63765375.53128480,0
2021-01-10 16:00:00,39671.82,39757.55,39186.16,39234.29,2904.113456,2021-01-10 16:59:59.999,114524017.31947900,74323,1433.072187,56520726.45947020,0
2021-01-10 17:00:00,39232.76,39388.2,37200.0,38571.86,12879.620696,2021-01-10 17:59:59.999,492818910.76509800,227163,5725.163876,219203034.08690900,0
2021-01-10 18:00:00,38571.95,38778.0,37675.3,38109.68,6090.671447,2021-01-10 18:59:59.999,232738420.4765860,130643,2884.153945,110233573.65162300,0
2021-01-10 19:00:00,38106.11,38536.65,37111.0,37456.77,4232.502555,2021-01-10 19:59:59.999,160518393.074148,108389,1964.251897,74603321.71036710,0
2021-01-10 20:00:00,37472.4,37793.5,35111.11,37718.88,18938.329804,2021-01-10 20:59:59.999,696190674.0706820,326195,9012.745877,331599928.90450600,0
2021-01-10 21:00:00,37727.29,38288.17,37525.22,38055.3,7661.059573,2021-01-10 21:59:59.999,290757651.27777500,151403,3699.123539,140413639.82740600,0
2021-01-10 22:00:00,38052.58,39000.0,37852.09,38428.23,4739.668521,2021-01-10 22:59:59.999,183000874.59129400,117221,2172.01141,83817517.42345980,0
2021-01-10 23:00:00,38429.85,38692.79,37935.92,38150.02,3794.32362,2021-01-10 23:59:59.999,145426560.60992900,81328,1929.772182,73983764.2722787,0
2021-01-11 00:00:00,38150.02,38264.74,36501.0,37192.1,7568.894487,2021-01-11 00:59:59.999,282133773.4577170,144478,4049.035846,150713738.61959100,0
2021-01-11 01:00:00,37192.1,37824.0,36700.09,37237.66,4215.99647,2021-01-11 01:59:59.999,157446432.6168750,94031,2195.035429,81988122.38789820,0
2021-01-11 02:00:00,37237.67,37411.0,36123.45,36363.94,6796.573064,2021-01-11 02:59:59.999,249081305.98087400,139390,3348.443085,122747565.1852220,0
